Manufacturer,Model,Variant,TOTAL,2005,2004,2003,2002,2001,2000,1999,1998,TOTAL,1997,1996,1995,1994,1993,1992,1991,Pre-1991,Umbral,
Med_Sal_Mitsubishi/Colt,Carisma& Eclipse,All,155,0,0,12,5,9,13,23,25,155,59,9,0,0,0,0,0,0,Si,
Med_Sal_Mitsubishi/Colt,Galant,All,163,0,0,3,3,5,14,8,15,163,8,9,5,13,9,17,19,35,Si,
Med_Sal_Mitsubishi/Colt,Lancer,All,111,22,26,7,5,6,3,3,2,111,2,0,0,0,9,6,8,12,Si,
Med_Sal_Nissan/Datsun,Bluebird,All,702,0,0,0,0,0,0,0,0,702,0,0,2,0,0,0,10,690,Si,
Med_Sal_Nissan/Datsun,Primera,All,1419,11,17,22,42,48,49,68,70,1419,73,106,131,210,235,221,106,10,Si,
Med_Sal_Perodua,Nippa,All,9,0,0,0,0,2,3,2,2,9,0,0,0,0,0,0,0,0,No,
Med_Sal_Peugeot,304& 305& 404,All,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,No,
Med_Sal_Peugeot,405,GL,106,0,0,0,0,0,0,0,0,106,0,0,0,22,11,15,33,25,Si,
Med_Sal_Peugeot,405,GLD,93,0,0,0,0,0,0,0,0,93,0,0,0,9,35,23,12,14,Si,
Med_Sal_Peugeot,405,GLDT,92,0,0,0,0,1,0,0,0,92,0,0,0,7,46,34,4,0,Si,
Med_Sal_Peugeot,405,GLX,184,0,0,0,0,0,0,0,0,184,0,12,94,78,0,0,0,0,Si,
Med_Sal_Peugeot,405,GR,66,0,0,0,0,0,0,0,0,66,0,0,0,2,2,19,12,31,Si,
Med_Sal_Peugeot,405,GRD,22,0,0,0,0,0,0,0,0,22,0,0,0,0,4,6,2,10,No,
Med_Sal_Peugeot,405,GRDT,63,0,0,0,0,0,0,0,0,63,0,0,0,2,30,19,12,0,Si,
Med_Sal_Peugeot,405,GTDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,
Med_Sal_Peugeot,405,GTX,43,0,0,0,0,0,0,0,0,43,0,2,20,11,2,4,2,2,No,
Med_Sal_Peugeot,405,GTX DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,
Med_Sal_Peugeot,405,SRI,27,0,0,0,0,0,0,0,0,27,0,0,0,0,7,8,6,6,No,
Med_Sal_Peugeot,405,Style,80,0,0,0,0,0,0,0,0,80,0,5,5,31,20,11,8,0,Si,
Med_Sal_Peugeot,405,Other,125,0,0,0,0,0,0,0,0,125,2,16,11,20,35,23,6,12,Si,
Med_Sal_Peugeot,406,All,1151,0,10,24,59,96,155,216,203,1151,214,174,0,0,0,0,0,0,Si,
Med_Sal_Peugeot,407,All,71,42,29,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,Si,
Med_Sal_Proton,Impian,All,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,No,
Med_Sal_Renault,21& Savanna,All,125,0,0,0,0,0,0,0,0,125,0,2,4,9,22,26,17,45,Si,
Med_Sal_Renault,Laguna,All,1188,8,27,29,56,73,71,94,140,1188,151,194,216,129,0,0,0,0,Si,
Med_Sal_Rover Cars,75,All,266,7,37,15,30,51,87,39,0,266,0,0,0,0,0,0,0,0,Si,
Med_Sal_Rover Cars,618,All,69,0,0,0,0,0,0,10,15,69,27,17,0,0,0,0,0,0,Si,
Med_Sal_Rover Cars,620,All,583,0,0,0,0,0,0,19,28,583,63,83,151,145,94,0,0,0,Si,
Med_Sal_Rover Cars,623,All,53,0,0,0,0,0,0,2,2,53,0,2,18,25,4,0,0,0,Si,
Med_Sal_Rover Cars,Montego,All,257,0,0,0,0,0,0,1,0,257,0,0,12,100,44,32,31,37,Si,
Med_Sal_Seat,Toledo,All,104,3,3,3,3,8,10,5,5,104,10,12,2,14,15,11,0,0,Si,
Med_Sal_Skoda,Octavia,All,230,14,32,49,45,45,19,16,10,230,0,0,0,0,0,0,0,0,Si,
Med_Sal_Subaru,1.6& 1.8,All,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,2,8,No,
Med_Sal_Subaru,Legacy,All,231,0,7,3,3,3,6,5,17,231,8,7,16,22,57,34,23,20,Si,
Med_Sal_Suzuki,Liana,All,6,3,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,No,
Med_Sal_Toyota,Avensis,All,468,24,52,46,33,79,63,78,93,468,0,0,0,0,0,0,0,0,Si,
Med_Sal_Toyota,Carina,All,1193,0,0,0,0,0,3,2,5,1193,90,130,197,149,165,117,117,218,Si,
Med_Sal_Triumph,2.5& 2500& Sprint& Toledo& Vitesse,All,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,No,
Med_Sal_Triumph,Dolomite,All,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,No,
Med_Sal_Vauxhall,Cavalier,Envoy,103,0,0,0,0,0,0,1,0,103,0,0,12,47,37,6,0,0,Si,
Med_Sal_Vauxhall,Cavalier,GL& GLD,583,0,0,0,0,0,0,0,0,583,0,0,0,0,0,104,167,312,Si,
Med_Sal_Vauxhall,Cavalier,GLI,278,0,0,0,0,0,0,0,0,278,0,0,0,0,0,117,73,88,Si,
Med_Sal_Vauxhall,Cavalier,GLS& GLS I,496,0,0,0,0,0,0,0,0,496,0,0,101,154,189,36,0,16,Si,
Med_Sal_Vauxhall,Cavalier,L,1345,0,0,0,0,0,0,0,0,1345,0,1,0,0,2,398,350,594,Si,
Med_Sal_Vauxhall,Cavalier,LI,200,0,0,0,0,0,0,0,0,200,0,0,0,0,6,58,63,73,Si,
Med_Sal_Vauxhall,Cavalier,LS,1043,0,0,0,0,0,0,0,0,1043,0,0,181,366,396,100,0,0,Si,
Med_Sal_Vauxhall,Cavalier,SR& SRI,496,0,0,0,0,0,0,0,0,496,0,0,16,36,61,130,96,157,Si,
Med_Sal_Vauxhall,Cavalier,Other& LX& LXI,940,0,0,0,0,0,0,0,0,940,0,0,78,81,113,275,142,251,Si,
Med_Sal_Vauxhall,Vectra,Elegance,44,0,7,19,18,0,0,0,0,44,0,0,0,0,0,0,0,0,No,
Med_Sal_Vauxhall,Vectra,Elite,28,4,6,10,8,0,0,0,0,28,0,0,0,0,0,0,0,0,No,
Med_Sal_Vauxhall,Vectra,Envoy,89,1,0,0,0,0,6,11,20,89,15,36,0,0,0,0,0,0,Si,
Med_Sal_Vauxhall,Vectra,GLS,534,0,0,0,0,0,36,36,85,534,139,215,23,0,0,0,0,0,Si,
Med_Sal_Vauxhall,Vectra,GSI,39,0,0,2,9,3,8,15,2,39,0,0,0,0,0,0,0,0,No,
Med_Sal_Vauxhall,Vectra,LS,1695,1,66,75,71,136,182,187,261,1695,338,339,39,0,0,0,0,0,Si,
Med_Sal_Vauxhall,Vectra,SRI,545,32,29,22,35,70,94,63,75,545,66,50,9,0,0,0,0,0,Si,
Med_Sal_Vauxhall,Vectra,Other,783,62,60,57,30,54,95,89,145,783,104,78,9,0,0,0,0,0,Si,
Med_Sal_Vauxhall,Viva,All,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,No,
Med_Sal_Volkswagen,Bora,All,208,8,23,21,26,36,57,37,0,208,0,0,0,0,0,0,0,0,Si,
Med_Sal_Volkswagen,Passat,All,1282,55,96,91,121,136,125,109,149,1282,97,33,34,54,24,47,33,78,Si,
Med_Sal_Volvo,S40& V40,All,441,18,32,22,32,54,56,73,76,441,59,19,0,0,0,0,0,0,Si,
Lar_Sal_Alfa Romeo,164& 166& Alfa,All,46,0,2,0,0,6,9,8,0,46,0,0,2,6,5,0,3,5,No,
Lar_Sal_Audi,100& 200,All,113,0,0,0,0,0,0,0,0,113,0,0,0,11,16,22,19,45,Si,
Lar_Sal_Audi,A6& S6,All,346,33,31,22,29,43,37,39,33,346,31,20,22,6,0,0,0,0,Si,
Lar_Sal_Audi,Cabriolet& Coupe,All,123,0,0,0,0,2,3,5,2,123,2,16,11,31,6,9,5,31,Si,
Lar_Sal_BMW,518,All,103,0,0,0,0,0,0,0,0,103,0,5,9,6,5,19,19,40,Si,
Lar_Sal_BMW,520,All,387,0,16,16,12,19,20,19,25,387,28,19,9,12,17,29,37,109,Si,
Lar_Sal_BMW,523,All,133,0,0,0,1,0,12,23,43,133,34,20,0,0,0,0,0,0,Si,
Lar_Sal_BMW,525,All,356,11,25,36,19,22,3,2,5,356,14,6,25,23,20,20,16,109,Si,
Lar_Sal_BMW,528,All,82,0,0,0,0,0,16,12,11,82,12,19,0,0,0,0,0,12,Si,
Lar_Sal_BMW,530,All,192,2,42,33,26,29,11,8,0,192,0,3,2,5,5,0,0,26,Si,
Lar_Sal_BMW,535,All,69,8,5,0,0,2,5,8,3,69,11,0,0,0,0,2,3,22,Si,
Lar_Sal_BMW,540& 545,All,28,0,0,3,0,0,3,5,6,28,3,3,0,0,5,0,0,0,No,
Lar_Sal_BMW,M5,All,34,2,0,0,3,12,3,5,0,34,1,0,0,2,0,0,0,6,No,
Lar_Sal_Citroen,CX,All,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,No,
Lar_Sal_Citroen,XM,All,36,0,0,0,0,0,0,0,2,36,2,2,2,6,8,6,0,8,No,
Lar_Sal_Daewoo,Leganza,All,51,0,0,0,2,0,3,17,20,51,9,0,0,0,0,0,0,0,No,
Lar_Sal_Ford Corporation,Granada Mk1& Mk2& Mk3,Executive,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,No,
Lar_Sal_Ford Corporation,Granada Mk1& Mk2& Mk3,GHIA,242,0,0,0,0,0,0,0,0,242,0,0,2,9,26,12,47,146,Si,
Lar_Sal_Ford Corporation,Granada Mk1& Mk2& Mk3,GL& GLS,68,0,0,0,2,0,0,0,0,68,0,0,0,0,0,0,6,60,Si,
Lar_Sal_Ford Corporation,Granada Mk1& Mk2& Mk3,GLX,21,0,0,0,0,0,0,0,0,21,0,0,0,2,8,9,2,0,No,
Lar_Sal_Ford Corporation,Granada Mk1& Mk2& Mk3,LX,28,0,0,0,0,0,0,0,0,28,0,0,0,5,6,3,8,6,No,
Lar_Sal_Ford Corporation,Granada Mk1& Mk2& Mk3,Scorpio,205,0,0,0,0,0,0,0,0,205,0,2,0,34,47,29,28,65,Si,
Lar_Sal_Ford Corporation,Granada Mk1& Mk2& Mk3,Other& L,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,14,No,
Lar_Sal_Ford Corporation,Scorpio,All,187,0,0,0,0,0,0,0,22,187,36,53,71,5,0,0,0,0,Si,
Lar_Sal_Honda,Legend,All,58,0,2,2,3,0,0,2,3,58,0,5,3,8,5,6,5,14,Si,
Lar_Sal_Hyundai,XG,All,7,0,0,0,2,2,3,0,0,7,0,0,0,0,0,0,0,0,No,
Lar_Sal_Kia,Clarus,All,6,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,No,
Lar_Sal_Kia,Magentis,All,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,No,
Lar_Sal_Mazda,Xedos 9,All,10,0,0,0,0,0,0,0,2,10,0,2,0,6,0,0,0,0,No,
Lar_Sal_Mercedes,200 Series,All,617,0,3,3,0,0,3,2,6,617,3,2,0,2,0,43,26,524,Si,
Lar_Sal_Mercedes,300 Series,All,352,0,2,0,0,6,2,6,6,352,0,0,0,2,11,25,25,267,Si,
Lar_Sal_Mercedes,400 Series,All,28,0,0,0,0,0,0,0,2,28,0,0,0,0,0,2,2,22,No,
Lar_Sal_Mercedes,500 Series,All,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,3,No,
Lar_Sal_Mercedes,E Class,All,995,43,101,126,60,67,59,64,67,995,96,79,101,98,34,0,0,0,Si,
Lar_Sal_MG,ZT And ZT-T,All,93,8,22,26,26,11,0,0,0,93,0,0,0,0,0,0,0,0,Si,
Lar_Sal_Mitsubishi/Colt,Sapporo& Sigma,All,8,0,0,0,0,0,0,0,0,8,0,0,3,0,5,0,0,0,No,
Lar_Sal_Nissan/Datsun,280c& 300c& Laurel& Skyline,All,25,4,2,3,0,0,3,2,0,25,0,0,0,0,0,0,0,11,No,
Lar_Sal_Nissan/Datsun,Maxima,All,18,0,0,0,0,0,0,1,0,18,2,0,2,2,6,0,0,5,No,
Lar_Sal_Nissan/Datsun,QX,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,
Lar_Sal_Peugeot,504& 505,All,40,0,0,2,2,0,0,0,0,40,0,0,0,0,0,0,5,31,No,
Lar_Sal_Peugeot,604& 605,All,30,0,0,0,0,0,0,0,0,30,0,0,5,2,5,8,8,2,No,
Lar_Sal_Peugeot,607,All,16,0,3,2,6,3,2,0,0,16,0,0,0,0,0,0,0,0,No,
Lar_Sal_Renault,25& 30,All,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,6,22,No,
Lar_Sal_Renault,Safrane,All,38,0,0,0,0,0,0,2,0,38,11,0,6,11,8,0,0,0,No,
Lar_Sal_Renault,Vel Satis,All,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,No,
Lar_Sal_Rover Cars,2000& 2200& 2300& 2400& 2600& 3.5& 3500,All,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,No,
Lar_Sal_Rover Cars,60& 75& 80& 90& 95& 105& 110& V8,All,41,0,0,2,5,0,2,5,1,41,5,2,2,0,1,0,0,16,No,
Lar_Sal_Rover Cars,Sterling& Vitesse& 800,All,382,0,0,0,0,0,0,6,12,382,25,40,54,59,64,43,25,54,Si,
Lar_Sal_Saab,90& 99,All,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,No,
Lar_Sal_Saab,900,All,304,0,0,0,0,0,0,0,6,304,45,40,40,19,8,22,20,104,Si,
Lar_Sal_Saab,9000,All,236,0,0,0,0,0,0,0,5,236,17,29,22,20,33,37,14,59,Si,
Lar_Sal_Saab,9-3,All,335,45,87,39,26,50,43,25,20,335,0,0,0,0,0,0,0,0,Si,
Lar_Sal_Saab,9-5,All,158,8,31,12,25,14,19,26,23,158,0,0,0,0,0,0,0,0,Si,
Lar_Sal_Saab,95/96,All,6,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,No,
Lar_Sal_Skoda,Superb,All,11,8,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,No,
Lar_Sal_Vauxhall,Carlton,All,373,0,0,0,0,0,0,0,0,373,0,0,0,9,88,90,48,138,Si,
Lar_Sal_Vauxhall,Cresta& Magnum& Monza& Velox& Ventora& VX,All,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,No,
Lar_Sal_Vauxhall,Omega,All,595,0,0,11,20,29,43,62,101,595,70,90,96,73,0,0,0,0,Si,
Lar_Sal_Vauxhall,Royale& Viceroy& Senator,All,75,0,0,0,0,0,0,0,0,75,0,0,0,3,8,14,17,33,Si,
Lar_Sal_Vauxhall,Signum,All,42,3,23,16,0,0,0,0,0,42,0,0,0,0,0,0,0,0,No,
Lar_Sal_Volvo,140& 160& 262,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,
Lar_Sal_Volvo,240& 260,All,150,0,0,0,0,0,1,0,0,150,0,0,0,0,3,8,6,132,Si,
Lar_Sal_Volvo,740,All,247,0,0,0,0,0,0,0,0,247,0,0,2,0,0,0,12,233,Si,
Lar_Sal_Volvo,760,All,52,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,0,51,No,
Lar_Sal_Volvo,850,All,191,0,0,0,0,0,0,0,0,191,8,42,42,65,31,3,0,0,Si,
Lar_Sal_Volvo,940& S90,All,134,0,0,0,0,0,0,0,3,134,6,5,6,14,22,42,36,0,Si,
Lar_Sal_Volvo,960& V90,All,32,0,0,0,0,0,0,0,0,32,0,5,11,2,0,6,5,3,No,
Lar_Sal_Volvo,C70& S70& V70,All,291,14,29,37,40,39,28,37,34,291,33,0,0,0,0,0,0,0,Si,
Lar_Sal_Volvo,S60,All,129,11,29,23,33,28,5,0,0,129,0,0,0,0,0,0,0,0,Si,
Lar_Sal_Volvo,S80,All,98,6,9,6,14,16,19,20,8,98,0,0,0,0,0,0,0,0,Si,
Lar_Sal_Volvo,V50,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,
Lux_Sal_Audi,A8& S8& V8,All,71,5,11,5,0,9,2,5,7,71,13,4,4,2,0,2,0,2,Si,
Lux_Sal_Bentley,,All,35,0,7,2,0,0,0,2,2,35,2,2,0,2,0,0,2,14,No,
Lux_Sal_BMW,728& 732,All,58,0,0,2,2,9,5,11,7,58,4,14,0,0,0,0,0,4,Si,
Lux_Sal_BMW,730,All,107,5,5,5,0,0,0,0,0,107,0,2,11,11,5,9,2,52,Si,
Lux_Sal_BMW,735,All,71,0,0,5,5,0,2,4,4,71,4,4,0,0,0,5,7,31,Si,
Lux_Sal_BMW,740,All,52,0,0,0,0,0,4,4,9,52,13,2,9,7,2,2,0,0,Si,
Lux_Sal_BMW,745,All,9,0,2,2,5,0,0,0,0,9,0,0,0,0,0,0,0,0,No,
Lux_Sal_BMW,750,All,21,0,0,0,0,0,0,0,2,21,0,4,4,0,0,0,2,9,No,
Lux_Sal_Daimler,,All,66,0,0,0,0,0,4,0,4,66,2,0,0,0,0,0,4,52,Si,
Lux_Sal_Jaguar Cars,Sovereign& XJ& XJR& XJ8,All,421,2,16,5,0,7,2,23,39,421,20,23,34,20,32,20,25,153,Si,
Lux_Sal_Jaguar Cars,S-Type,All,235,5,32,20,32,31,54,61,0,235,0,0,0,0,0,0,0,0,Si,
Lux_Sal_Lexus,GS300,All,85,4,0,2,0,2,7,16,9,85,5,18,4,16,2,0,0,0,Si,
Lux_Sal_Lexus,GS430& LS430,All,16,4,0,4,0,4,4,0,0,16,0,0,0,0,0,0,0,0,No,
Lux_Sal_Lexus,LS400,All,49,0,0,0,0,0,0,4,2,49,4,4,2,2,13,11,2,5,Si,
Lux_Sal_Mercedes,S Class,All,344,23,45,43,48,23,43,31,11,344,16,22,16,16,7,0,0,0,Si,
Lux_Sal_Rolls-Royce,,All,38,0,0,0,0,0,2,0,2,38,0,0,0,0,0,0,0,34,Si,
Lux_Sal_Volvo,XC70,All,8,2,4,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,No,
Sport_Alfa Romeo,Alfasud& GTV& Spider& Sprint,All,114,2,0,4,2,4,8,24,10,114,36,20,0,0,0,0,0,4,Si,
Sport_Audi,Quattro,All,14,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,12,No,
Sport_Audi,S (S3 Quatrro and S4 Quattro),All,140,6,10,20,16,34,32,16,6,140,0,0,0,0,0,0,0,0,Si,
Sport_Audi,TT,All,559,28,77,97,134,126,79,18,0,559,0,0,0,0,0,0,0,0,Si,
Sport_BMW,6 Series& 8 Series,All,62,6,0,0,0,0,0,4,2,62,0,0,6,8,0,4,6,26,Si,
Sport_BMW,M (M Roadster and M Coupe),All,10,0,0,0,0,0,4,2,4,10,0,0,0,0,0,0,0,0,No,
Sport_BMW,Z3,All,120,0,0,2,12,12,26,26,16,120,26,0,0,0,0,0,0,0,Si,
Sport_BMW,Z4,All,62,12,22,28,0,0,0,0,0,62,0,0,0,0,0,0,0,0,Si,
Sport_Chrysler,Crossfire,All,20,0,12,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,No,
Sport_Fiat Auto,Barchetta& Coupe,All,70,0,0,0,0,0,6,16,12,70,20,10,6,0,0,0,0,0,Si,
Sport_Fiat Auto,Dino& X1/9,All,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,No,
Sport_Ford Corporation,Capri,All,67,0,0,0,0,0,0,0,0,67,2,0,0,0,0,0,0,65,Si,
Sport_Ford Corporation,Cougar,All,60,0,0,0,2,6,16,32,4,60,0,0,0,0,0,0,0,0,No,
Sport_Ford Corporation,Probe,All,104,0,0,0,0,0,0,0,0,104,4,16,43,41,0,0,0,0,Si,
Sport_Ford Corporation,Puma,All,320,0,0,0,32,67,59,79,61,320,22,0,0,0,0,0,0,0,Si,
Sport_Honda,Civic,CRX,129,0,0,0,1,0,2,5,14,129,4,2,2,10,16,18,4,51,Si,
Sport_Honda,Integra,Type R,14,0,0,4,0,0,0,8,2,14,0,0,0,0,0,0,0,0,No,
Sport_Honda,NSX& Prelude,All,309,0,4,6,4,6,10,12,16,309,26,4,16,12,34,36,20,103,Si,
Sport_Honda,S2000,All,40,4,4,10,4,8,6,4,0,40,0,0,0,0,0,0,0,0,No,
Sport_Hyundai,Coupe& S-Coupe,All,271,6,18,24,22,39,24,22,36,271,24,22,8,2,12,10,0,2,Si,
Sport_Jaguar Cars,X-Type,All,346,24,71,75,97,79,0,0,0,346,0,0,0,0,0,0,0,0,Si,
Sport_Jaguar Cars,E-Type& XJ-S& XJ-SC& XJ 220& XKR,All,95,0,4,2,4,4,6,10,6,95,0,0,0,0,2,8,4,45,Si,
Sport_Jaguar Cars,XK8,All,54,0,2,0,6,4,2,8,6,54,18,8,0,0,0,0,0,0,No,
Sport_Lexus,SC430,All,8,0,0,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,No,
Sport_Lotus,Eclat& Excel,All,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,No,
Sport_Lotus,Elan& Elise,All,26,0,0,2,2,0,0,8,2,26,2,0,0,2,0,0,4,4,No,
Sport_Lotus,Esprit,All,6,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,4,No,
Sport_Mazda,MX-3,All,96,0,0,0,0,1,0,3,6,96,8,6,12,12,20,18,10,0,Si,
Sport_Mazda,MX-5,All,239,0,26,26,22,12,20,24,41,239,8,12,12,4,6,8,0,18,Si,
Sport_Mazda,MX-6,All,30,0,0,0,0,0,0,0,0,30,2,2,10,6,2,8,0,0,No,
Sport_Mazda,RX-7,All,19,0,1,1,1,0,2,2,0,19,2,0,0,0,0,2,0,8,No,
Sport_Mazda,RX-8,All,85,20,57,8,0,0,0,0,0,85,0,0,0,0,0,0,0,0,Si,
Sport_Mercedes,CLK,All,460,30,65,69,63,71,57,57,36,460,12,0,0,0,0,0,0,0,Si,
Sport_Mercedes,SLK,All,184,26,34,10,20,24,20,20,16,184,8,6,0,0,0,0,0,0,Si,
Sport_MG,A& C& RV8& TA& TB& TC& TD/TF,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,
Sport_MG,B,All,120,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,120,Si,
Sport_MG,MG F,All,378,0,0,4,4,71,73,51,53,378,59,49,14,0,0,0,0,0,Si,
Sport_MG,Midget,All,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,No,
Sport_MG,TF,All,399,37,142,110,110,0,0,0,0,399,0,0,0,0,0,0,0,0,Si,
Sport_Mitsubishi/Colt,3000& Starion,All,16,0,0,2,0,2,0,0,10,16,2,0,0,0,0,0,0,0,No,
Sport_Nissan/Datsun,200& Silvia,All,119,0,0,0,0,0,6,2,6,119,6,0,10,4,8,12,28,37,Si,
Sport_Nissan/Datsun,280& 300,All,21,1,0,0,0,0,0,4,2,21,0,0,0,0,0,0,8,6,No,
Sport_Nissan/Datsun,350Z,All,34,6,26,2,0,0,0,0,0,34,0,0,0,0,0,0,0,0,No,
Sport_Porsche,911,All,196,10,24,32,26,20,20,8,16,196,10,4,0,2,0,2,0,22,Si,
Sport_Porsche,924,All,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,No,
Sport_Porsche,928,All,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,14,No,
Sport_Porsche,944& 968,All,38,0,2,0,0,0,0,0,0,38,0,0,2,2,2,4,2,24,No,
Sport_Porsche,Boxster,All,160,2,12,26,24,30,18,16,16,160,16,0,0,0,0,0,0,0,Si,
Sport_Porsche,Carrera,All,11,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,10,No,
Sport_Reliant,Sabre& Scimitar,All,45,0,0,0,0,0,0,0,0,45,2,2,0,0,2,2,0,37,No,
Sport_Suzuki,Cappuccino& X-90,All,6,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,No,
Sport_Toyota,Celica,All,471,12,36,37,49,71,49,30,34,471,20,20,18,10,6,8,16,55,Si,
Sport_Toyota,MR2,All,322,6,16,26,22,20,37,24,22,322,8,4,6,6,10,18,28,69,Si,
Sport_Toyota,Paseo,All,14,0,0,0,0,0,0,0,0,14,2,12,0,0,0,0,0,0,No,
Sport_Toyota,Supra,All,88,1,1,3,6,4,4,4,2,88,4,2,2,2,0,4,2,47,Si,
Sport_Triumph,GT6& Stag,All,49,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,49,No,
Sport_Triumph,Spitfire& TR,All,40,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,39,No,
Sport_TVR,,All,34,0,4,0,2,2,6,0,4,34,2,0,0,2,0,0,0,12,No,
Sport_Vauxhall,Calibra,All,520,0,0,0,0,2,0,0,8,520,28,32,43,69,105,112,91,30,Si,
Sport_Vauxhall,Manta,All,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,No,
Sport_Vauxhall,Tigra,All,354,6,8,0,0,0,24,20,49,354,59,81,81,26,0,0,0,0,Si,
Sport_Vauxhall,VX 220,All,8,0,2,4,0,2,0,0,0,8,0,0,0,0,0,0,0,0,No,
Sport_Volkswagen,Corrado,All,63,0,1,0,0,0,0,0,0,63,0,0,6,2,12,4,18,20,Si,
Sport_Volkswagen,Karmann,All,9,0,0,2,0,0,1,0,0,9,0,0,0,0,0,0,0,6,No,
Sport_Volkswagen,Scirocco,All,101,0,4,4,0,0,0,0,0,101,0,0,0,0,0,6,4,83,Si,
Peo_Carr_Audi,A6 Allroad,All,26,3,6,1,6,4,6,0,0,26,0,0,0,0,0,0,0,0,No,
Peo_Carr_BMW,X3,All,46,20,26,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,No,
Peo_Carr_BMW,X5,All,313,56,67,81,56,52,1,0,0,313,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Chrysler,PT Cruiser,All,41,4,7,6,7,7,10,0,0,41,0,0,0,0,0,0,0,0,No,
Peo_Carr_Chrysler,Voyager& Grand Voyager,All,116,7,16,16,10,22,13,17,9,116,6,0,0,0,0,0,0,0,Si,
Peo_Carr_Citroen,Berlingo,All,56,1,12,19,14,6,4,0,0,56,0,0,0,0,0,0,0,0,No,
Peo_Carr_Citroen,C8,All,6,1,4,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,No,
Peo_Carr_Citroen,Synergie,All,40,0,0,0,3,3,3,12,6,40,3,7,3,0,0,0,0,0,No,
Peo_Carr_Citroen,Xsara,Picasso,282,32,58,49,64,56,23,0,0,282,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Daewoo,Tacuma,All,21,0,9,4,1,6,1,0,0,21,0,0,0,0,0,0,0,0,No,
Peo_Carr_Daewoo (& Ssangyong),Korando,All,4,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,No,
Peo_Carr_Daewoo (& Ssangyong),Musso,All,41,0,0,0,1,1,1,4,4,41,6,14,10,0,0,0,0,0,No,
Peo_Carr_Daihatsu,Fourtrak& Independent,All,253,0,0,0,0,0,1,6,7,253,3,13,20,26,25,32,16,104,Si,
Peo_Carr_Daihatsu,Move& Grand Move,All,11,0,0,0,0,0,1,1,6,11,3,0,0,0,0,0,0,0,No,
Peo_Carr_Daihatsu,Sportrak,All,65,0,0,0,0,0,0,0,1,65,0,1,3,7,10,13,14,16,Si,
Peo_Carr_Daihatsu,Terios,All,16,0,1,0,1,1,1,6,3,16,3,0,0,0,0,0,0,0,No,
